"lga_id","zone","state","lga","ward","community","facility_name","facility_type","long_id","short_id"
690,"northwest","jigawa","SULE_TANKAKAR","Danladi","Danladi","Danladi Dispensary","dispensary","effeb6c9a0d42ddb5e7392c6a4dab566","B:uqzj"
690,"northwest","jigawa","SULE_TANKAKAR","Sule Tankarlar","Sule Tankarkar","Sule Basic Health Centre","primaryhealthcarecentre","f139b495d15e3324e7a13e839077cae9","B:ikau"
690,"northwest","jigawa","SULE_TANKAKAR","Jeke","Bandakado","Bandakado","healthpost","094b41ca9fc9f6634120948debcef9cd","B:glym"
690,"northwest","jigawa","SULE_TANKAKAR","Shabaru","Hammado","Hammado","dispensary","d7e62fb92a40bd1dae3aca220baefed3","B:kcrs"
690,"northwest","jigawa","SULE_TANKAKAR","Danladi","Babban Sara","B. sara Dispensary","dispensary","dd0cdfef508049755bc217daac8353bb","B:cnuz"
690,"northwest","jigawa","SULE_TANKAKAR","Takastaba","Takatsaba","takastaba Health Post","healthpost","38d0f0f44798c936aa24f08218108a60","B:fxwj"
690,"northwest","jigawa","SULE_TANKAKAR","Dagwanki","Dangwanki","None","primaryhealthclinic","a39513457b74913badfd4efd0ff2e6b8","B:unfu"
690,"northwest","jigawa","SULE_TANKAKAR","Dangwarki","Muazu","healt post","healthpost","34534a341c1b3a4d3440749d3188c637","B:rvhy"
690,"northwest","jigawa","SULE_TANKAKAR","Amanga","Amanga","Basic health clinlc amanga","primaryhealthcarecentre","3852dd7275799d6f602d334ecfe9924c","B:kknf"
690,"northwest","jigawa","SULE_TANKAKAR","Amanga","Togei","toge Health Post","healthpost","2598f8a0ea7efea78438212d02b8e3be","B:gnyq"
690,"northwest","jigawa","SULE_TANKAKAR","Dangwamki","Danmakama","Danmakama","dispensary","32c00ce84bc9e6ec22d762427a92b963","B:pwgd"
690,"northwest","jigawa","SULE_TANKAKAR","Dangwanki","Malam Kadir","Malam kadir","healthpost","2cfd61e28de32df8ff47814e47d37db2","B:kqyg"
690,"northwest","jigawa","SULE_TANKAKAR","Danladi","Mallam Bako","Mallam Bako Health Post","healthpost","ba85ce6fc750d6462aa405b5b2663bed","B:yzak"
690,"northwest","jigawa","SULE_TANKAKAR","Shabaru","Shabaru","Shabaru Diispensary","dispensary","b23c2312ac8161ed851fdc21fe518b66","B:hbja"
690,"northwest","jigawa","SULE_TANKAKAR","Yandamo","Yandamo","Yandamo","dispensary","ac8cdb3f075ae3c624e0b7f58a2d0e35","B:lmyj"
690,"northwest","jigawa","SULE_TANKAKAR","Danzomo","Danzomo","Danzomo Basic Health Centre","primaryhealthcarecentre","8591b24b90ddf52d88ed7b7ab159c170","B:twpw"
690,"northwest","jigawa","SULE_TANKAKAR","Yandamo","Baldi","Baldi dis","dispensary","a704149c4b440371a2dccb2dc96278fe","B:obwi"
690,"northwest","jigawa","SULE_TANKAKAR","Amanga","Maitsamiya","Maitsamiya Health Post","healthpost","d01710f7386ce2150e6f4cf332060c63","B:mwnm"
690,"northwest","jigawa","SULE_TANKAKAR","Jeke","Jeke","Jeke Disp","dispensary","46ac0d4f423be37da534aa42c3310d06","B:ghpp"
690,"northwest","jigawa","SULE_TANKAKAR","Albasu","Kirgi","kirgi Health Post","healthpost","770875b3718712413bcb606d348d8da5","B:wpvm"
110,"northwest","kaduna","BIRNIN_GWARI","Tabanni","Kwala Kwangi","PHC","primaryhealthclinic","a79e8f97bd83d06f04933632ba747ab5","B:swve"
110,"northwest","kaduna","BIRNIN_GWARI","Kazagi","Gwanda","PHC","primaryhealthclinic","0a5bab5f61188775e698ecae1f84996f","B:vgnv"
110,"northwest","kaduna","BIRNIN_GWARI","Magajin Gari 3","New Saulawa","PHC","primaryhealthcarecentre","ef9a4188ab6b81bf91667160d39402f8","B:bwjr"
110,"northwest","kaduna","BIRNIN_GWARI","Mg 2","Sabon Kasuwa","Talle memorial nursing &maternity home","maternity","5edc56abebc4550a6de0c25fc5ec90db","B:lwqu"
110,"northwest","kaduna","BIRNIN_GWARI","Gayam","Layin Maigwari","Health Clinic","primaryhealthclinic","c5e7e465b17ce400e615157eeb78e440","B:azuc"
110,"northwest","kaduna","BIRNIN_GWARI","Magaji Gari 1","Magaji Gari 1","M.C.H.C. Birnin Gwari","primaryhealthcarecentre","a8b9213840dff4dd3b6da906c8881cd8","B:wevs"
110,"northwest","kaduna","BIRNIN_GWARI","Magajin Gari Ii","Dogon Hawa","PHC","primaryhealthclinic","6a3e8b93a653eaa791cf133ab8bf366f","B:xzrk"
110,"northwest","kaduna","BIRNIN_GWARI","Magajin Gari Iii","Gwaska","PHC Gwaska","primaryhealthclinic","7c5c0cd038d6ac360a3a371d1fb8e70f","B:rxiv"
110,"northwest","kaduna","BIRNIN_GWARI","Gayam","Kirazo","PHC","primaryhealthclinic","37dc0e27c0e10c699bc99428f0cf4cc3","B:sjvq"
110,"northwest","kaduna","BIRNIN_GWARI","Tabanni","Layin Lasan","PHC","primaryhealthclinic","d6063589e14ed39bb02982460ba25bba","B:ofju"
110,"northwest","kaduna","BIRNIN_GWARI","Dongodwa","Dongondwa","Model PHC dongodwa","primaryhealthcarecentre","6774f52c0bcc455f1f31983f655f03b8","B:gvjo"
110,"northwest","kaduna","BIRNIN_GWARI","Randagi","Naserewa","NASEREWA HEALTH CLINIC","primaryhealthclinic","b8297ba83bb2c916eafbaaa60b532f34","B:lbun"
110,"northwest","kaduna","BIRNIN_GWARI","Magaji Gari 2","Awaro","Awaro Health Post","healthpost","7536f3db4ab20f160a6c5dee441c66cc","B:jonu"
110,"northwest","kaduna","BIRNIN_GWARI","Tabani","Maikiyasuwa 1","Heath Clinic Maikiyasuwa 1","primaryhealthcarecentre","8356fc3130f90b6f9d5e077e127da281","B:ztpa"
110,"northwest","kaduna","BIRNIN_GWARI","Gayam","Labi","Labi Health Centre","primaryhealthcarecentre","03a7496960fd399b49129e65d24aaeda","B:xokm"
110,"northwest","kaduna","BIRNIN_GWARI","Gayam","Kwaga","PHC","primaryhealthclinic","d1c5d88cd81bd4f50ccfb8546748ccea","B:uzat"
110,"northwest","kaduna","BIRNIN_GWARI","Kuyello","Kwadaga","HC Kwadaga","healthpost","44331bb6e12c978ed8509ae28e80fc10","B:dgas"
110,"northwest","kaduna","BIRNIN_GWARI","Dongodwa","Funtua Dadadi","Funtua badadi Health Post","healthpost","10d968127a3b4b1edc4514b5e690c6f8","B:svkm"
110,"northwest","kaduna","BIRNIN_GWARI","Randangi Kungi","Okuhga","Okuhga Health Post","healthpost","9e07c1f76e56a537ce2d2120a7b56f52","B:yckw"
110,"northwest","kaduna","BIRNIN_GWARI","Magaji Gari 11","Ung.","Al'UMMA NURSING HOME & MATERNITYY","primaryhealthcarecentre","6f6feee6fbe9cdfc65523a4d34f68b63","B:cdkl"
110,"northwest","kaduna","BIRNIN_GWARI","Kakangi","Tashan Keji","PHC","primaryhealthclinic","e60cc61e0893b04be2e3114b7a68b7e7","B:amjg"
110,"northwest","kaduna","BIRNIN_GWARI","Randagi Kungi","Kuki","Kuki Health Post","healthpost","33cb8d2e393009dc926787c5df46d0d6","B:buvb"
110,"northwest","kaduna","BIRNIN_GWARI","Kazage","Damari","Damari PHC","primaryhealthcarecentre","7f1aa648720e808ed51bf26cbaddd554","B:zfpc"
110,"northwest","kaduna","BIRNIN_GWARI","Kuyelo","Kuyelo","PHC Kuyello","primaryhealthcarecentre","34c332ff890b4feb957c54823ab995e6","B:cufi"
110,"northwest","kaduna","BIRNIN_GWARI","Kankangi","Katakaki","MODEL PHC KATAKATI","primaryhealthcarecentre","c46ad8a468d13085cbcff7a68c50941a","B:jomn"
110,"northwest","kaduna","BIRNIN_GWARI","Kuyello","Kuyello","OLD KUYELLO HEALTH CLINIC","primaryhealthclinic","a89d548b937df00edce683d92d3c5de6","B:xlfr"
110,"northwest","kaduna","BIRNIN_GWARI","Kakangi","Ung.Bagudu","Health Clinic","primaryhealthclinic","84b9aa7f9bb2fa9867fe79a499f526e6","B:nzok"
110,"northwest","kaduna","BIRNIN_GWARI","Kakangi","Kubau","Ungwan Zakara Health Clinic","primaryhealthclinic","003eb984d2973e9fe4f5e5e20b9784b5","B:patx"
110,"northwest","kaduna","BIRNIN_GWARI","Tabanni","New Tabanni","Model PHC","primaryhealthcarecentre","fe1191c5e3e93ee78605306bff081931","B:rlqh"
110,"northwest","kaduna","BIRNIN_GWARI","Binin Gwari","Binin Gwari","JMMH B gwari","generalhospital","9464ae7a01454cf15fa544e7894670c2","B:lhyl"
110,"northwest","kaduna","BIRNIN_GWARI","Randangi","Randangi","PHC randangi","primaryhealthcarecentre","e27379a84edc4af878201247998bf780","B:irqi"
110,"northwest","kaduna","BIRNIN_GWARI","Magajin Gari Iii","Maganda","Maganda Health Clinic","primaryhealthclinic","620fb33f8467b3f11a33b515fc20ad4a","B:cyxq"
110,"northwest","kaduna","BIRNIN_GWARI","Kutemeshi","Kutemeshi","KUTEMESHI HEALTH CLINIC","primaryhealthclinic","74acb504f1b616b0ec9073d411968987","B:fksg"
110,"northwest","kaduna","BIRNIN_GWARI","Tabanni","Doka","PHC","primaryhealthclinic","11fdcd0fe2a64b160d79967e59bdbcc0","B:rllm"
110,"northwest","kaduna","BIRNIN_GWARI","Kutemeshi","Ungwan Gajere","HC","primaryhealthclinic","bd32a599ba41a47eecb13c7efa36e03a","B:syxt"
110,"northwest","kaduna","BIRNIN_GWARI","Kakangi","Ungwan Bawa","Primary Health  Care","primaryhealthclinic","7503703980dcc45b1241895fc9c16091","B:myec"
110,"northwest","kaduna","BIRNIN_GWARI","B/Gwari","Kwana Street","Badamuwa nursing home","primaryhealthclinic","71072ccb7b3912c525c442191b76a789","B:iqtw"
110,"northwest","kaduna","BIRNIN_GWARI","Kuyallo","Shado","SHADO H CLINIC","dispensary","3eb15c06b97e1af11309f00be8e48053","B:pevi"
110,"northwest","kaduna","BIRNIN_GWARI","Gayam","Kamfanin Doka","HC Kanfanin Doka","primaryhealthclinic","dc950bdf37c5f2c262dd691dab829474","B:sjvv"
110,"northwest","kaduna","BIRNIN_GWARI","Magajin Gari 1","Magajin Gari","UNGUWAN SHITTU HEALTH CLINIC","primaryhealthclinic","f449705b8aa79dafacb641f005970476","B:iiaj"
110,"northwest","kaduna","BIRNIN_GWARI","Gayam","Kagi","PHC","primaryhealthclinic","e56d9132a00c850517e465e6d517a6dd","B:mpri"
110,"northwest","kaduna","BIRNIN_GWARI","Randagi","Kungi","Health Clinic Kungi","primaryhealthclinic","38af947c68904f3fbb8dad54f1252077","B:zyjm"
110,"northwest","kaduna","BIRNIN_GWARI","Gayam","Gayam","Gayam HC","primaryhealthclinic","ae1ade3a43eb695446b8f1c231e0eed0","B:safx"
110,"northwest","kaduna","BIRNIN_GWARI","Gayam","Pole Wire","Pole Wire's HC","primaryhealthclinic","468f79092ffffb5f32d666650797f0f9","B:cfmw"
110,"northwest","kaduna","BIRNIN_GWARI","Magaji Gari","Rimi","Rimi clinic","dispensary","ec00ca1674366c87dd3531181e5a4d4d","B:hpdk"
110,"northwest","kaduna","BIRNIN_GWARI","Magajin Gari Ii","Bugai","HC","primaryhealthclinic","bea9c1c2e99e89db061907e373d45a84","B:wjfu"
110,"northwest","kaduna","BIRNIN_GWARI","Randagi/Kungi","Shirya","PHC","primaryhealthclinic","09b9f42d40c197729e8ddbba4ab9958a","B:xgzy"
110,"northwest","kaduna","BIRNIN_GWARI","Tabanni","Old Tabanni","PH C","primaryhealthclinic","8d226180e0b2b125e9bc679f4b0c7907","B:fuhl"
110,"northwest","kaduna","BIRNIN_GWARI","Randagi","Dawaki","Health Clinic Dawaki","primaryhealthclinic","3db3ca0129f0d432667a5c06298e72c9","B:yons"
110,"northwest","kaduna","BIRNIN_GWARI","Magajin Gari Ii","Unguwan Halidu","Unguwan Halidu Health Clinic","primaryhealthcarecentre","83c72503cb6344062139e35dd95c682f","B:ajkk"
110,"northwest","kaduna","BIRNIN_GWARI","Kakangi","Kakangi","PHC","primaryhealthcarecentre","c8be1fdcdde180b89a97e60d33073728","B:ixli"
110,"northwest","kaduna","BIRNIN_GWARI","Randagi","Ungwan Badugu","Ungwan Baduku Health Clinic","primaryhealthclinic","0fe43ec93728b4a529dfa540c0039585","B:csrt"
110,"northwest","kaduna","BIRNIN_GWARI","Magajin Gari Iii","Goron Dutse","PHC Goron Dutse","primaryhealthclinic","2a712829a2d3a6ddf00c9d11b852d230","B:vzgf"
323,"northwest","kaduna","IKARA","Kankanki","Kankanki","Kankanki Health Post","healthpost","1c0fa5b207be2e34aae5771a7b055b20","B:hqms"
323,"northwest","kaduna","IKARA","Janfalan","Malikanchi","RAHAMA MATERNITY CLINIC","private","5ee7025c9b29227ddb9f76914268ebe5","B:kged"
323,"northwest","kaduna","IKARA","Ikara","Ikara","Shukura clinic and Maternity","healthpost","51a192c04fb3c2d04b5289d2495324a3","B:wxjg"
323,"northwest","kaduna","IKARA","Paki","Yalwan Daji","Health Post Yalwan Daji","healthpost","516feafd85602ad34bd507910beb295e","B:fwsd"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Furana","Furana Clinic and Maternity Centre","healthpost","d966fc287564db7133b00bf9d1ee6938","B:wyfg"
323,"northwest","kaduna","IKARA","Ikara","Magajin Gari","PHC IKARA","primaryhealthcarecentre","e071f39f740b08a6391632223b2e6337","B:pvnb"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Nassarawa","PHC Nassarawa","healthpost","3fc105c728103b68b47ade33f1985b43","B:ocsq"
323,"northwest","kaduna","IKARA","Ikara","Ung. Kanawa Ta Yamma/Ung. A/Dogo/","PHC","primaryhealthclinic","917e31f6b2c8e1ee461d2bf209e95553","B:eguw"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Sabon Gari","Baptist Primary Health  care","primaryhealthcarecentre","eeb20375f8c8e77f1fd1d040f7fa45fd","B:jlgu"
323,"northwest","kaduna","IKARA","Janfalan","Bakula","HEALTH CLINIC","healthpost","2c3b60ae44636fb5a3d0565ba8e8ab02","B:pwsu"
323,"northwest","kaduna","IKARA","Ikara","Auchunawa","Health Post","healthpost","635f20504a8ff1c677dec39093ec97e8","B:fsvl"
323,"northwest","kaduna","IKARA","Ikara","Ang Sarki Zaki","LAMARI NURSING & MAT SARKI ZAKI","maternity","75774f4dc631729e866965c274d55acd","B:cerk"
323,"northwest","kaduna","IKARA","Rumi","Yauran","Health Clinic Yauran","healthpost","a18d31b8f0ae6bb5bfed86ef63baffbe","B:uacv"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Mahangi","Health Post","healthpost","21f9c2a890a37ff300b29521225c797c","B:zvsp"
323,"northwest","kaduna","IKARA","Kuya","Gangarida","HEALTH CLINIC","primaryhealthclinic","492071bac1880e8f12b06b51c42ab505","B:xmar"
323,"northwest","kaduna","IKARA","Janfalan","Jibis","HEALTH CLINIC","healthpost","cbf49ab2a8a83cfbf2d0d3251ae57e62","B:ksej"
323,"northwest","kaduna","IKARA","Janfalan","Unguwan Jaki","JANFALAN MATERNITY AND NURSING HOME","private","a1ef0f36644169c1145367d8c34a8808","B:arah"
323,"northwest","kaduna","IKARA","Saya-Sasa","Bunsura Community","BUSUNRA HEALTH CLINIC","healthpost","a4eaba68179df7f31198d6dd9be3cbe2","B:mxuz"
323,"northwest","kaduna","IKARA","Auchan","Auchan","PHC Auchan","primaryhealthcarecentre","bad9ee66e955d644a5c15f97ef1b3de5","B:sdmq"
323,"northwest","kaduna","IKARA","Kuya","Gangarida","Health clinic Gangarida","primaryhealthclinic","98ed9b6d5d8fddf8d7e3e803c5b704fb","B:lcof"
323,"northwest","kaduna","IKARA","Saya-Saya","Kurmin-Jau","Health Post","healthpost","b52636dd5c3c71432893ec26fc3fa633","B:hljd"
323,"northwest","kaduna","IKARA","Kuya","Bamuyayi","Health Post","healthpost","e6bec6b0d101da69c21a21019842347a","B:kdlm"
323,"northwest","kaduna","IKARA","Saulawa","Pampaida","Health Clinic Pampaida","primaryhealthclinic","be28800f21ecc19d3c3c2be007ea8807","B:rnay"
323,"northwest","kaduna","IKARA","Saya-Saya","Saya-Saya","SAYA-SAYA HEALTH CENTRE","primaryhealthcarecentre","67ac859cb9150dfc652d6f14142238d6","B:hrop"
323,"northwest","kaduna","IKARA","Ikara","Ikara","IKARA CLINIC MATERNITY","primaryhealthclinic","1eb11617e1bb7a5adbb7fbbd12fe1e69","B:btjz"
323,"northwest","kaduna","IKARA","Saulawa","Saulawa","PHC","primaryhealthcarecentre","f808059230d1ab1ddd6e2261c20332a7","B:woat"
323,"northwest","kaduna","IKARA","Pala","Pala Community","ZOMO KOWA MED CENTRE","healthpost","6bcc58ab0167ace2e2778b9778bc1c0a","B:hchj"
323,"northwest","kaduna","IKARA","Kuya","Tashan Nabai","HEALTH CLINIC","primaryhealthclinic","0e6dbd0ad67e3471b0f375ce1822b5d1","B:rpfl"
323,"northwest","kaduna","IKARA","Janfalan","Malikanchi","PHC","primaryhealthcarecentre","5e6b99ea0665ed6b7339b855252d1d3f","B:hewd"
323,"northwest","kaduna","IKARA","Ikara","Ikara Community","Na yargora nursing &Maternity Ikaraau","maternity","0b2021745e12ced7bc3ff8ef470ec0fc","B:tvia"
323,"northwest","kaduna","IKARA","Ikara","Unguwan Liman","HEALTH CLINIC","healthpost","751b96d2dee8f06a3d3b91c60fe2ffe8","B:ppps"
323,"northwest","kaduna","IKARA","Kuya","Kuya","Health Post","healthpost","205023006b6b9c9bb3cc8229ee29e6f9","B:btrc"
323,"northwest","kaduna","IKARA","Kuya","Tashar Ango","Tashar Ango","healthpost","e3dd8d9dbb88f7c1ac0d71e5d407be7a","B:wppl"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Kurminkogi Health Post","Kodia Clinic","healthpost","e89352cc4e9b8a914a24ba04717ab2b3","B:mpqq"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Kurmin Kogi","Primary Health  Centre Kurmin Kogi","primaryhealthcarecentre","7646834423bc393c4af1a974815148cd","B:zhuz"
323,"northwest","kaduna","IKARA","Kuya","Kuya","Health Clinic Kuya","primaryhealthclinic","c419824b2c97fe855c4bd34df53b8c2f","B:fywm"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Furana","Primary Health  care Centre furana","primaryhealthcarecentre","21e7d82da44ef605f02b37c628c532a5","B:qipm"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Danlawal","Health Clinic","healthpost","bd5036d8a161f849325fabe896eadb0b","B:ofne"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Kurmin Kogi","Zumunci Nursing Home","healthpost","f819a608af9077df9412d570c7a9d983","B:ddqt"
323,"northwest","kaduna","IKARA","Saulawa","Kwari","Health Post Kwari","healthpost","3955e5d4cc37e607affe5221a1880830","B:mtul"
323,"northwest","kaduna","IKARA","Ikara","Kartau","HEALTH CLINIC","primaryhealthclinic","384fa488689055165f3d491a255c8dd4","B:vlhn"
323,"northwest","kaduna","IKARA","Ikara","Zage Zagi","PHC","primaryhealthclinic","aecb5fd058eab02a94b0143f8e7475cd","B:tgkf"
323,"northwest","kaduna","IKARA","Kurmin Kogi","Ang. Barau","Health clinic Ang. Barau","healthpost","b9659d32649e78469a49b483f189a42b","B:tnyf"
323,"northwest","kaduna","IKARA","Paki","Paki","PHC Paki","comprehensivehealthcentre","36871b156a4c36fd6a868ffad9c96a07","B:gpmp"
323,"northwest","kaduna","IKARA","Kuya","Gangarida","Sauki clinic","healthpost","5162a33f71421cafbb1d72e661a33d16","B:bnyo"
323,"northwest","kaduna","IKARA","Pala","Pala Community","PHC PALA","primaryhealthcarecentre","22303529e008d544f2aec3da60ba9613","B:bcac"
323,"northwest","kaduna","IKARA","Saya-Saya","Bareda","BAREDA Health Post","healthpost","c2141eb6e5fb75ee82164d20f43fc985","B:laya"
323,"northwest","kaduna","IKARA","Rumi","Kukumi","Kukumi","healthpost","560883a9c0a2dd3fdd6d94592631b5b1","B:mksq"
323,"northwest","kaduna","IKARA","Janfalan","Janfalan","GENERAL HOSPITAL; IKARA","generalhospital","3e294bf1544ae425f51854c84b2d2c7b","B:oody"
323,"northwest","kaduna","IKARA","Ikara","Ikara","Sauki Na Allah Clinic","healthpost","7bee67460b787e596810505e13b156d1","B:yeop"
394,"northwest","kaduna","KACHIA","Agunu","Army Central Ammunition Depot Agunu","Medical Recept. Station ( MRS)","primaryhealthcarecentre","f0a751c5f604d75aaf4bebdefb9790d1","B:lbpo"
394,"northwest","kaduna","KACHIA","Ankwa","Ankwa","Health clinic ankwa","primaryhealthcarecentre","9500bd665b13be97dedbb08aa7ccb6e6","B:rmrn"
394,"northwest","kaduna","KACHIA","Doka","Doka","RURAL HOSPITAL DOKA","generalhospital","66384eead876d314c144c7d43e1644c0","B:uspz"
394,"northwest","kaduna","KACHIA","Katari","Katari","Saar Climic Katari","primaryhealthclinic","ff1cc6f9e0e48267590ff05ef2e7fc15","B:pbfn"
394,"northwest","kaduna","KACHIA","Sabon Sarki","Kurmin Rami","Tulsi Chanrai Foundation","healthpost","c629803c8d81fab188cbdb56539c6e5b","B:zktr"
394,"northwest","kaduna","KACHIA","Kwaturu","Tsauni","Health clinic Tsauni","primaryhealthclinic","85914c4d01c7cc3def690c17e1871304","B:knqp"
394,"northwest","kaduna","KACHIA","Gumel","Kurmin Mazuga","PHC Kurmin Mazuga","primaryhealthclinic","125e1d11774f9a1fa1af62021532efb1","B:alfg"
394,"northwest","kaduna","KACHIA","Kachia","Kachia","General Hospital Kachia","generalhospital","310f520e37f96fb1e0edc07cb56dda9e","B:bmsg"
394,"northwest","kaduna","KACHIA","Gyani","Gyani","2c healthcare","healthpost","5e70e3a156c5e559584a8264dff49006","B:hwys"
394,"northwest","kaduna","KACHIA","Gidan Tagwai","Walijo","Walijo Tulsi health clinic","primaryhealthclinic","8293cb4324b558fcd151612260ccc630","B:vvtl"
394,"northwest","kaduna","KACHIA","Gidan Tagwai","Gidan Tagwai","Gidan tagwai Health Post","healthpost","c731508c7208da86a3d803b23d9a6cc3","B:ajoe"
394,"northwest","kaduna","KACHIA","Gidan Tagwai","Walliju","Mabarak Clinic","healthpost","9617ef2f2df186135ec74636c17b2d42","B:tpkt"
394,"northwest","kaduna","KACHIA","Awon","Gidan Kaura","Gidon Kaura Health Clinic","primaryhealthclinic","a057abdf32688ea9fff9e5981323a55f","B:qysc"
394,"northwest","kaduna","KACHIA","Awon","Awon","PHC Awon","primaryhealthcarecentre","c776c058ee5a7bab0e6a477ee0989e01","B:hgmw"
394,"northwest","kaduna","KACHIA","Awon","Koron Tsohuwa","Primary Health  Care Koron Tsohuwa","primaryhealthclinic","437f41656fc413ec5fc7a4d005beef0b","B:ljzp"
394,"northwest","kaduna","KACHIA","Agunu","Kutura Rimi","PHC Kutural Rimi","primaryhealthclinic","33139b2bd1babea894a1fe96350e92ca","B:jnmo"
394,"northwest","kaduna","KACHIA","Kwaturu","Tsauni","Tsauni","healthpost","ca961ed9efd0f5b18619b787c6d13031","B:qeoi"
394,"northwest","kaduna","KACHIA","Akilbu","Akilbu","Sajoe Clinic","maternity","02735fe69363c869d3698aba1e4d55d8","B:oful"
394,"northwest","kaduna","KACHIA","Agunu","Crossing Katul","Health Clinic Cross","primaryhealthclinic","88a8d239944552c383602115b505db93","B:tean"
394,"northwest","kaduna","KACHIA","Dokab","Doka","HEALTH CLINIC DOla","primaryhealthcarecentre","6589031ee61e3062d3f810bc173b5577","B:ufse"
394,"northwest","kaduna","KACHIA","Awon","Ung Toka","Ung Toka Health Clinic","primaryhealthclinic","b34a8b2575eee7a4d8c887427672bed3","B:pxtn"
394,"northwest","kaduna","KACHIA","Agunu","Agunu Dutse","PHC Agunu Dutse","primaryhealthclinic","51bf16acae3293bfd27b1854331f3277","B:owyb"
394,"northwest","kaduna","KACHIA","Sabon Sarki","Gidan Mana","Gidan mana Primary Health  care","primaryhealthclinic","9426b057454a1653b89202c0c5e72699","B:dsfh"
394,"northwest","kaduna","KACHIA","Awon","Katon-Kasa","Health Clinic Katon-Kasa","healthpost","1d4c05348f4959aaf13c642c64f5eccb","B:btnf"
394,"northwest","kaduna","KACHIA","Gumel","Kurmin Baba","Healthclinic k/baba","primaryhealthclinic","ead01f2785d3395d3a9c7f89ed41369e","B:slkh"
394,"northwest","kaduna","KACHIA","Sabon Sarki","Sabon Sarki","Sabon Sarki Primary Health  care","primaryhealthcarecentre","ac3d28feed034ad389974d3120232bd9","B:qwgx"
394,"northwest","kaduna","KACHIA","Kachia","Angwan Leman Kachia","Primary Health  Care Centre Kachia","primaryhealthcarecentre","02df55c6d18a8cd3a1314ecc957bf246","B:fopl"
394,"northwest","kaduna","KACHIA","Bishini","Bishini","Bishini Health Clinic","primaryhealthclinic","53c8000031414c3379356456f4dbf97e","B:dchu"
394,"northwest","kaduna","KACHIA","Kurmin Musa","Kurmin Musa","Kurmin musa health pacility","primaryhealthclinic","fe44587c1ad21791897e2e1ee470795c","B:fcxw"
394,"northwest","kaduna","KACHIA","Bishini","Iddo","iddo Health Post","healthpost","6436d1867a40d8e04e927c510c250008","B:letk"
394,"northwest","kaduna","KACHIA","Gumel","Allo","Tulsi Health Post","healthpost","00da4799d948a2f29abf30e4af21f8b5","B:bdrb"
394,"northwest","kaduna","KACHIA","Awon","Impi Kuturmi","Health Clinic Impi Kuturmi","primaryhealthclinic","481d056b9b9856b7e80cb6de2c635b5b","B:jssi"
394,"northwest","kaduna","KACHIA","Unguwan Wakili","Unguwan Wakili","health clinic","primaryhealthclinic","00fe6fe6d43e60df4714766b8c079ba1","B:nbvs"
394,"northwest","kaduna","KACHIA","Awon","Ariko","Ariko Health Clinic","primaryhealthclinic","6e4ec3e7f6d7164aa516e59693b7a04a","B:sdui"
